ID_REQ;ID_CLI;TOTAL_REQ;QTD_ITEN;DATA_REQ;ANO;MES;ID_SEC;ID_SET;OBSERVACAO
2837;13;R$ 26.554,41;1;25/10/2016;2016;10;3;10;
2838;20;R$ 20.782,67;1;25/10/2016;2016;10;6;7;
2839;13;R$ 1.223,50;4;22/11/2016;2016;11;3;9;
2840;13;R$ 804,60;3;07/11/2016;2016;11;3;10;
2841;13;R$ 1.252,50;4;08/11/2016;2016;11;3;9;
2842;13;R$ 691,70;4;08/11/2016;2016;11;3;9;
2843;19;R$ 977,30;5;11/11/2016;2016;11;4;5;
2844;1;R$ 1.275,30;6;11/11/2016;2016;11;1;1;
2845;1;R$ 4.679,00;9;16/11/2016;2016;11;1;1;
2846;13;R$ 265,20;2;04/11/2016;2016;11;3;10;
2847;13;R$ 541,10;4;22/11/2016;2016;11;3;9;
2848;13;R$ 3.968,91;2;28/11/2016;2016;11;3;9;
2849;13;R$ 843,00;3;23/11/2016;2016;11;3;9;
2850;13;R$ 5.254,00;3;23/11/2016;2016;11;3;9;
2851;13;R$ 4.053,50;1;23/11/2016;2016;11;3;9;
2852;13;R$ 1.200,00;1;23/11/2016;2016;11;3;9;
2853;20;R$ 532,28;7;21/11/2016;2016;11;6;7;
2854;1;R$ 695,89;21;21/11/2016;2016;11;1;1;
2855;13;R$ 3.620,00;2;02/11/2016;2016;11;3;10;
2856;13;R$ 1.380,00;2;07/11/2016;2016;11;3;4;
2857;13;R$ 615,00;1;07/11/2016;2016;11;3;4;
2858;20;R$ 5.444,60;14;01/11/2016;2016;11;6;7;
2859;20;R$ 6.223,80;12;01/11/2016;2016;11;6;7;
2860;13;R$ 16.959,62;22;30/11/2016;2016;11;3;9;
2861;13;R$ 33.435,72;1;30/11/2016;2016;11;3;10;
2862;1;R$ 9.361,26;1;30/11/2016;2016;11;1;1;
2863;19;R$ 3.327,09;1;30/11/2016;2016;11;4;5;
2864;20;R$ 15.406,60;1;30/11/2016;2016;11;6;7;
2865;13;R$ 15.622,66;25;22/12/2016;2016;12;3;9;
2866;13;R$ 273,36;2;21/12/2016;2016;12;3;9;
2867;20;R$ 600,00;1;15/12/2016;2016;12;6;7;
2868;20;R$ 140,00;1;08/12/2016;2016;12;6;7;
2869;20;R$ 1.766,00;4;06/12/2016;2016;12;6;7;
2870;20;R$ 1.425,54;8;15/12/2016;2016;12;6;7;
2871;13;R$ 1.100,00;1;19/12/2016;2016;12;3;9;
2872;13;R$ 2.710,00;3;19/12/2016;2016;12;3;9;
2873;13;R$ 2.839,92;2;19/12/2016;2016;12;3;9;
2874;13;R$ 1.800,00;1;16/12/2016;2016;12;3;9;
2875;13;R$ 130,00;3;08/12/2016;2016;12;3;10;
2876;13;R$ 188,00;2;29/12/2016;2016;12;3;4;
2877;13;R$ 1.530,00;5;09/12/2016;2016;12;3;10;
2878;13;R$ 127,00;3;09/12/2016;2016;12;3;10;
2879;13;R$ 2.776,26;3;19/12/2016;2016;12;3;9;
2880;13;R$ 3.986,50;1;19/12/2016;2016;12;3;9;
2881;1;R$ 548,00;2;29/12/2016;2016;12;1;1;
2882;1;R$ 378,00;1;06/12/2016;2016;12;1;1;
2883;1;R$ 1.465,48;3;15/12/2016;2016;12;1;1;
2884;1;R$ 1.805,00;6;29/12/2016;2016;12;1;1;
2885;20;R$ 500,00;1;29/12/2016;2016;12;6;7;
2886;20;R$ 1.335,50;4;05/12/2016;2016;12;6;7;
2887;20;R$ 108,00;2;29/12/2016;2016;12;6;7;
2888;13;R$ 7.131,00;17;22/12/2016;2016;12;3;4;
2889;13;R$ 635,00;3;23/12/2016;2016;12;3;10;
2890;13;R$ 2.298,60;1;23/12/2016;2016;12;3;10;
2891;19;R$ 7.651,43;1;30/12/2016;2016;12;4;5;
2892;13;R$ 29.550,70;1;30/12/2016;2016;12;3;10;
2893;19;R$ 898,11;1;21/12/2016;2016;12;4;5;
2894;1;R$ 7.651,43;1;29/12/2016;2016;12;1;1;
2895;20;R$ 21.804,48;1;30/12/2016;2016;12;6;7;
