ITEM_NUM;ID_PRO;ID_NOTA;ID_SEC;QTD_PRO;PRE_UNIT;TOTAL_ITEM;EST_LIN
1;4241;2867;1;30;18,9;567;0
1;4296;2807;6;10;11,9;119;0
1;4361;2361;3;300;4,4;1320;0
1;4361;2548;3;540;4,33;2338,2;0
1;4421;2265;3;2;125;250;0
1;4421;2741;6;1;280;280;0
1;4425;2992;6;1;500;500;0
1;4451;2840;1;4;8,99;35,96;0
1;4612;2310;1;2;47;94;0
1;4634;2316;3;250;4;1000;0
1;4673;2629;3;80;3,75;300;0
1;4673;2630;3;80;3,75;300;0
1;4689;2610;3;100;3,64;364;0
1;4692;2822;3;120;1,49;178,8;0
1;4815;1396;1;60;1,99;119,4;0
1;4815;1487;3;100;1,99;199;0
1;4827;2441;3;1200;2,99;3588;0
1;4827;2778;3;300;3,08;924;0
1;4913;2288;3;2;58;116;0
1;5001;2700;1;60;2,5;150;0
1;5066;2770;4;1;3;3;0
1;5111;2162;4;1;260;260;0
1;5120;1587;6;4;345;1380;0
1;5135;2183;6;1;80;80;0
1;5276;1249;3;10;11;110;0
1;5301;2549;3;240;1,93;463,2;0
1;5301;2573;3;60;1,93;115,8;0
1;5301;2612;3;150;1,93;289,5;0
1;5301;2656;3;120;1,93;231,6;0
1;5301;2828;3;150;2,67;400,5;0
1;5301;2830;3;120;2,67;320,4;0
1;5301;2831;3;180;2,67;480,6;0
1;5301;2890;3;120;2,67;320,4;0
1;5301;2922;3;60;2,67;160,2;0
1;5301;2938;3;90;2,67;240,3;90
1;5301;2939;3;90;2,67;240,3;10
1;5306;2908;3;70;6,99;489,3;0
1;5413;2879;3;10;35,65;356,5;0
1;5413;2880;3;1;35,65;35,65;0
1;5429;1950;6;30;8,93;267,9;0
1;5433;2354;3;1;350;350;0
1;5501;2283;6;244;0,8;195,2;0
1;5522;1234;6;15;7,5;112,5;0
1;5523;1235;6;15;15,4;231;0
1;5526;1237;3;10;22,18;221,8;0
1;5532;1236;4;1;89;89;0
1;5534;1238;6;290;19;5510;0
1;5534;2522;6;73;28;2044;0
1;5536;1244;3;2105;8,5;17892,5;0
1;5536;1292;3;395;8,5;3357,5;0
1;5537;1240;5;1;45;45;0
1;5538;1245;3;2;400;800;0
1;5538;2957;3;1;615;615;0
1;5539;1246;3;14;40;560;0
1;5539;1269;3;7;40;280;0
1;5540;1243;3;3;53,89;161,67;0
1;5546;1247;3;10;4,5;45;0
1;5559;1251;6;1;13;13;0
1;5564;1242;4;2;13,5;27;0
1;5575;1239;1;50;1,99;99,5;0
1;5579;1241;3;1;55,2;55,2;0
1;5580;1252;6;2;84,5;169;0
1;5582;1248;3;4;5,99;23,96;0
1;5602;2574;3;300;0,48;144;0
1;5648;1250;4;1;53,84;53,84;0
1;5663;1254;5;30;8;240;0
1;5670;1253;5;4;100;400;0
1;5675;2898;6;7;26;182;0
1;5677;1255;6;11;85;935;0
1;5682;1256;6;1;360;360;0
1;5682;2337;6;1;386;386;0
1;5682;2530;6;2;380;760;0
1;5682;2768;6;2;280;560;0
1;5683;1258;6;11;150;1650;0
1;5685;1257;6;2;38,9;77,8;0
1;5687;1259;6;20;38,71;774,2;0
1;5702;1264;4;300;1,59;477;0
1;5705;1260;4;1;15;15;0
1;5708;1261;4;1;20;20;0
1;5709;1265;4;20;2;40;0
1;5710;2396;3;90;2,05;184,5;0
1;5711;1305;4;180;2;360;0
1;5711;1347;3;410;2;820;0
1;5711;1490;3;400;2;800;0
1;5721;1262;1;1;179;179;0
1;5722;2527;1;3;89;267;0
1;5722;2599;1;2;89;178;0
1;5722;2664;1;3;107,9;323,7;0
1;5722;2941;4;1;107,9;107,9;0
1;5724;1263;1;1;10,95;10,95;0
1;5742;1266;4;150;2,3;345;0
1;5742;1268;3;120;2,3;276;0
1;5742;1270;3;90;2;180;0
1;5744;1392;4;180;2;360;0
1;5744;1491;3;200;2;400;0
1;5757;1267;4;10;28;280;0
1;5770;1280;4;210;1,9;399;0
1;5770;1298;3;420;1,9;798;0
1;5770;1304;4;180;1,9;342;0
1;5770;1310;3;180;1,9;342;0
1;5771;2323;3;300;1,07;321;0
1;5771;2345;3;400;1,07;428;0
1;5772;1309;3;180;1,8;324;0
1;5772;1503;4;60;2,2;132;0
1;5773;1296;3;400;1,8;720;0
1;5779;1891;4;1;6,55;6,55;0
1;5784;1504;4;60;1,8;108;0
1;5790;1342;3;350;1,5;525;0
1;5790;1346;3;500;2;1000;0
1;5790;1409;3;150;1,5;225;0
1;5790;1410;3;350;1,5;525;0
1;5790;1412;3;350;1,5;525;0
1;5790;1414;3;200;1,5;300;0
1;5790;1433;3;300;1,5;450;0
1;5790;1437;3;450;2;900;0
1;5790;1441;3;300;1,5;450;0
1;5790;1505;4;300;2;600;0
1;5790;2572;3;120;3,7;444;0
1;5792;1279;4;500;1,76;880;0
1;5792;2551;3;1000;2,04;2040;0
1;5792;2568;3;500;2,04;1020;0
1;5794;1488;3;30;0,6;18;0
1;5798;1271;4;1;13;13;0
1;5805;2051;6;1;25;25;0
1;5806;2490;3;1;160;160;0
1;5812;1272;4;1;375;375;0
1;5813;1273;4;1;55;55;0
1;5819;1277;6;1;15;15;0
1;5824;1278;6;2;352;704;0
1;5825;1293;3;1;60;60;0
1;5829;2351;3;2;79;158;0
1;5831;1276;4;11;40;440;0
1;5831;1284;1;3;40;120;0
1;5831;1285;6;2;40;80;0
1;5831;1291;3;8;40;320;0
1;5831;1316;4;5;40;200;0
1;5831;1327;6;2;40;80;0
1;5831;1339;3;25;40;1000;0
1;5831;1340;1;2;40;80;0
1;5831;1376;1;2;40;80;0
1;5831;1378;4;6;40;240;0
1;5831;1379;4;15;40;600;0
1;5831;1388;6;2;40;80;0
1;5831;1444;1;2;40;80;0
1;5831;1447;6;2;40;80;0
1;5831;1448;6;2;40;80;0
1;5831;1451;4;4;40;160;0
1;5831;1452;4;15;40;600;0
1;5831;1482;6;1;40;40;0
1;5831;1493;1;2;40;80;0
1;5831;1506;4;6;40;240;0
1;5831;1507;4;7;40;280;0
1;5831;1694;3;25;40;1000;0
1;5831;1729;4;10;40;400;0
1;5831;1777;3;25;40;1000;0
1;5831;1871;3;30;42;1260;0
1;5831;1949;3;40;42;1680;0
1;5831;2005;3;20;42;840;0
1;5831;2064;4;1;45;45;0
1;5831;2065;4;2;45;90;0
1;5831;2074;3;1;45;45;0
1;5831;2077;3;20;45;900;0
1;5831;2106;3;25;45;1125;0
1;5831;2125;3;1;45;45;0
1;5831;2136;4;1;45;45;0
1;5831;2165;3;25;45;1125;0
1;5831;2202;1;3;45;135;0
1;5831;2204;4;2;45;90;0
1;5831;2205;4;2;45;90;0
1;5831;2209;3;1;45;45;0
1;5831;2251;3;20;47;940;0
1;5831;2303;3;2;47;94;0
1;5831;2305;3;30;47;1410;0
1;5831;2306;6;2;47;94;0
1;5831;2309;4;2;47;94;0
1;5831;2428;3;20;52;1040;0
1;5831;2488;3;30;52;1560;0
1;5831;2493;3;4;52;208;0
1;5831;2500;6;3;52;156;0
1;5831;2503;4;2;52;104;0
1;5831;2504;4;2;52;104;0
1;5832;1288;3;1;270;270;0
1;5832;2431;6;1;345;345;0
1;5832;2470;6;1;345;345;0
1;5833;1287;6;8;18;144;0
1;5833;2591;6;15;27;405;0
1;5833;2706;3;10;28;280;0
1;5837;1274;4;8;1,5;12;0
1;5853;1289;3;3;15;45;0
1;5861;1275;4;1;45;45;0
1;5865;1290;3;3;52;156;0
1;5865;1889;4;1;95;95;0
1;5882;1281;4;10;149;1490;0
1;5882;1283;1;10;149;1490;0
1;5883;1282;1;2;27;54;0
1;5884;1286;6;19;5,7;108,3;0
1;5887;1294;3;5;19;95;0
1;5892;1295;3;520;3,1;1612;0
1;5892;1470;3;220;3,1;682;0
1;5892;1495;3;366;2,3;841,8;0
1;5892;1757;4;36;6,57;236,52;0
1;5894;1297;3;1000;1,6;1600;0
1;5899;1390;3;60;7,9;474;0
1;5899;1415;3;90;9,9;891;0
1;5904;1299;4;5;5,85;29,25;0
1;5931;1300;4;2;7,3;14,6;0
1;5955;1315;1;1;90;90;0
1;5958;1301;4;1;6;6;0
1;5962;2720;6;2;45;90;0
1;5963;1311;6;4;2;8;0
1;5973;1312;6;60;14,56;873,6;0
1;5977;1302;4;30;2,2;66;0
1;5982;1303;4;25;2,69;67,25;0
1;5987;2734;1;10;2,94;29,4;0
1;5988;1313;6;6;18;108;0
1;5988;2474;6;44;29;1276;0
1;5991;1477;6;3;95;285;0
1;5992;1308;3;50;1,9;95;0
1;5992;1314;4;20;1,9;38;0
1;6000;1307;4;1;362,16;362,16;0
1;6001;1306;4;10;18;180;0
1;6002;2758;3;100;1,29;129;0
1;6002;2779;3;200;1,29;258;0
1;6002;2780;3;200;1,29;258;0
1;6002;2796;3;200;1,29;258;0
1;6002;2799;3;120;1,29;154,8;0
1;6002;2860;3;400;1,95;780;0
1;6002;2885;3;320;1,95;624;0
1;6002;2907;3;200;1,95;390;0
1;6002;2965;3;100;1,95;195;48
1;6002;2970;3;100;1,95;195;100
1;6013;1328;6;1;85;85;0
1;6018;2802;6;1;50;50;0
1;6019;1317;4;2;270;540;0
1;6022;1329;6;2;990;1980;0
1;6025;1330;6;1;2;2;0
1;6042;1331;6;1;45;45;0
1;6044;1318;4;1;38,5;38,5;0
1;6044;2187;4;1;30;30;0
1;6045;1319;4;1;75;75;0
1;6046;1320;4;4;19;76;0
1;6046;1386;6;4;18,5;74;0
1;6049;1321;4;10;1,3;13;0
1;6056;1332;6;50;1,8;90;0
1;6060;1334;6;6;31;186;0
1;6060;1335;3;6;31;186;0
1;6062;1336;3;2;23;46;0
1;6066;1337;3;1;4;4;0
1;6075;1333;6;6;18,5;111;0
1;6080;1338;3;24;4;96;0
1;6091;1322;4;36;1,98;71,28;0
1;6091;1341;1;50;1,99;99,5;0
1;6091;1345;3;210;1,9;399;0
1;6091;1391;4;60;1,9;114;0
1;6091;1393;4;30;1,99;59,7;0
1;6091;1394;4;210;1,9;399;0
1;6091;1413;3;120;1,9;228;0
1;6091;1420;4;150;1,9;285;0
1;6091;1421;4;150;1,9;285;0
1;6091;1434;3;150;1,9;285;0
1;6091;1435;3;180;1,9;342;0
1;6091;1438;3;180;1,9;342;0
1;6091;1459;4;150;1,9;285;0
1;6091;1468;3;150;1,9;285;0
1;6091;1486;3;240;1,9;456;0
1;6091;1494;3;120;1,9;228;0
1;6091;1502;4;70;1,99;139,3;0
1;6098;1325;4;120;1,3;156;0
1;6098;1326;4;120;1,3;156;0
1;6098;1343;3;120;1,8;216;0
1;6098;1344;3;300;1,8;540;0
1;6098;1350;4;120;1,3;156;0
1;6098;1489;3;30;2,2;66;0
1;6098;2200;3;150;1,9;285;0
1;6103;1530;6;20;2,1;42;0
1;6104;1323;4;1;630;630;0
1;6104;1324;4;1;732;732;0
1;6105;1349;3;400;1,4;560;0
1;6106;1432;3;200;1,7;340;0
1;6112;1348;3;460;2;920;0
1;6112;1436;3;690;2;1380;0
1;6112;2461;3;2500;0,75;1875;0
1;6112;2462;3;2500;0,75;1875;0
1;6112;2652;3;1000;0,75;750;0
1;6112;2653;3;3000;0,75;2250;0
1;6113;2076;3;420;1,9;798;0
1;6113;2088;3;250;1,9;475;0
1;6113;2167;3;230;1,9;437;0
1;6113;2190;3;300;1,9;570;0
1;6114;1366;3;300;0,4;120;0
1;6122;1362;3;40;0,77;30,8;0
1;6122;1365;3;40;0,77;30,8;0
1;6125;1361;3;6;2,7;16,2;0
1;6125;1364;3;6;2,7;16,2;0
1;6139;1360;3;50;1;50;0
1;6139;1363;3;50;1;50;0
1;6152;1357;1;3;64,5;193,5;0
1;6154;1351;4;64;1,29;82,56;0
1;6155;1358;3;20;1,9;38;0
1;6165;1359;6;10;31,67;316,7;0
1;6166;1353;6;3;61,95;185,85;0
1;6167;1354;6;30;8,3;249;0
1;6171;1446;6;20;13,48;269,6;0
1;6176;1355;6;31;40;1240;0
1;6177;1356;6;120;14,56;1747,2;0
1;6177;2991;6;50;11,9;595;0
1;6179;1352;4;1;35;35;0
1;6191;1382;3;144;12;1728;0
1;6199;1387;6;8;44,2;353,6;0
1;6200;1383;3;15;25,87;388,05;0
1;6206;1377;1;500;2,49;1245;0
1;6206;1395;1;500;2,49;1245;0
1;6207;1384;3;50;2,2;110;0
1;6207;1402;3;50;2,2;110;0
1;6215;2339;1;50;14,9;745;0
1;6223;1385;3;64;2,2;140,8;0
1;6224;1492;3;50;9,12;456;0
1;6235;1371;6;6;22;132;0
1;6241;1372;6;5;85;425;0
1;6242;1373;6;10;22;220;0
1;6243;1374;6;4;85;340;0
1;6247;1380;4;1;17;17;0
1;6250;1369;3;1;18;18;0
1;6254;1375;6;1;20;20;0
1;6259;1422;6;12;18,5;222;0
1;6263;1416;4;500;0,5;250;0
1;6263;1417;4;500;0,5;250;0
1;6263;1460;4;500;0,5;250;0
1;6263;1461;4;500;0,5;250;0
1;6268;1407;3;300;2;600;0
1;6268;1408;3;156;2;312;0
1;6268;1431;3;500;2;1000;0
1;6268;2298;3;200;3;600;0
1;6268;2494;3;180;2,69;484,2;0
1;6268;2606;3;420;2,69;1129,8;0
1;6268;2750;3;100;2,49;249;0
1;6268;2889;3;50;5,99;299,5;0
1;6268;2925;3;50;5,99;299,5;0
1;6268;2934;3;50;5,99;299,5;0
1;6269;2776;3;40;2,48;99,2;0
1;6274;1873;3;50;2,5;125;0
1;6275;1423;6;1;546;546;0
1;6275;2219;6;1;885;885;0
1;6276;1425;1;3;31;93;0
1;6280;1419;4;1;8;8;0
1;6289;1418;4;100;1,3;130;0
1;6304;1427;3;15;28;420;0
1;6306;1424;6;8,7;18;156,6;0
1;6307;1426;3;1,16;89,66;104,0056;0
1;6309;1428;3;1;265,52;265,52;0
1;6310;1429;3;30;40;1200;0
1;6310;1509;3;24;40;960;0
1;6310;1580;3;50;40;2000;0
1;6311;1430;4;3;35;105;0
1;6320;2594;6;10;0,6;6;0
1;6329;2399;6;20;20,9;418;0
1;6333;1450;6;80;1,67;133,6;0
1;6335;1449;6;36;19;684;0
1;6336;1463;6;8;95;760;0
1;6338;1440;3;33;12;396;0
1;6339;1439;3;32;12;384;0
1;6341;1445;1;3;69,7;209,1;0
1;6344;1443;1;3;18;54;0
1;6346;1471;3;3;55;165;0
1;6346;1472;3;2;85,9;171,8;0
1;6349;1473;3;1;200;200;0
1;6353;1453;4;5;9,12;45,6;0
1;6353;1454;4;5;9,12;45,6;0
1;6353;1455;4;15;9,12;136,8;0
1;6353;1462;6;20;9,12;182,4;0
1;6353;1475;1;5;9,12;45,6;0
1;6381;1456;4;36;1,98;71,28;0
1;6386;1621;4;10;4,5;45;0
1;6386;1707;4;5;2,25;11,25;0
1;6394;1466;3;5;2,9;14,5;0
1;6394;1474;1;3;2,9;8,7;0
1;6407;1467;3;10;0,9;9;0
1;6446;1465;6;1;389;389;0
1;6447;1457;4;4;25;100;0
1;6449;1458;4;1;30,98;30,98;0
1;6451;1469;3;125,7;7;879,9;0
1;6455;2420;6;130;3,5;455;0
