ID_NOTA;ID_FOR;ID_SEC;NUM_NOTA;VALOR_NOTA;QTD_ITEM;ICMS;ISS;ANO;MES;DATA_NOTA;ID_TIPO_NOTA;OBSERVACAO_NOTA;EMPENHO_NUM
2101;136;3;001166;R$ 1.575,00;2;0;0;2013;7;09/07/2013;1;;0
2102;92;3;004260;R$ 900,00;3;0;0;2013;7;05/07/2013;1;;0
2103;92;3;004244;R$ 1.103,00;6;0;0;2013;7;02/07/2013;1;;0
2104;92;3;004282;R$ 720,00;2;0;0;2013;7;11/07/2013;1;;0
2105;245;3;003326;R$ 130,00;3;0;0;2013;7;09/07/2013;1;;0
2106;178;3;024506;R$ 1.125,00;1;0;0;2013;7;30/07/2013;1;;0
2107;205;3;503225;R$ 3.311,00;5;0;0;2013;7;24/07/2013;1;;0
2108;114;3;007670;R$ 3.180,00;1;0;0;2013;7;25/07/2013;1;;0
2109;107;3;141366;R$ 3.938,95;15;0;0;2013;7;31/07/2013;1;;0
2110;249;6;000184;R$ 1.308,00;5;0;0;2013;7;04/07/2013;1;;0
2111;229;6;000426;R$ 385,80;12;0;0;2013;7;02/07/2013;1;;0
2112;139;6;006628;R$ 160,00;2;0;0;2013;7;04/07/2013;1;;0
2113;139;6;006629;R$ 596,00;5;0;0;2013;7;04/07/2013;1;;0
2114;139;6;006627;R$ 261,00;4;0;0;2013;7;04/07/2013;1;;0
2115;139;6;006630;R$ 250,00;1;0;0;2013;7;04/07/2013;1;;0
2116;121;6;316892;R$ 2.895,90;12;0;0;2013;7;09/07/2013;1;;0
2117;229;6;000434;R$ 534,00;13;0;0;2013;7;23/07/2013;1;;0
2118;121;6;317193;R$ 162,00;1;0;0;2013;7;10/07/2013;1;;0
2119;121;6;319234;R$ 1.315,00;3;0;0;2013;7;17/07/2013;1;;0
2120;121;6;318758;R$ 4.520,00;1;0;0;2013;7;16/07/2013;1;;0
2121;229;6;000435;R$ 305,50;2;0;0;2013;7;29/07/2013;1;;0
2122;114;6;007738;R$ 990,00;2;0;0;2013;7;31/07/2013;1;;0
2123;175;3;005120;R$ 3.063,50;8;0;0;2013;8;21/08/2013;1;;0
2124;175;3;005122;R$ 1.003,00;3;0;0;2013;8;21/08/2013;1;;0
2125;199;3;000087;R$ 105,00;2;0;0;2013;8;16/08/2013;1;;0
2126;136;3;001309;R$ 1.725,00;2;0;0;2013;8;21/08/2013;1;;0
2127;254;3;000377;R$ 747,38;5;0;0;2013;8;22/08/2013;1;;0
2128;114;3;007790;R$ 3.300,00;1;0;0;2013;8;05/08/2013;1;;0
2129;114;3;007817;R$ 2.100,00;1;0;0;2013;8;06/08/2013;1;;0
2130;126;1;002326;R$ 849,95;4;0;0;2013;8;15/08/2013;1;;0
2131;225;1;000084;R$ 309,00;5;0;0;2013;8;15/08/2013;1;;0
2132;199;1;000081;R$ 315,00;2;0;0;2013;8;16/08/2013;1;;0
2133;244;6;002293;R$ 1.234,56;9;0;0;2013;8;13/08/2013;1;;0
2134;121;6;326043;R$ 1.700,00;1;0;0;2013;8;13/08/2013;1;;0
2135;255;6;000179;R$ 1.860,00;2;0;0;2013;8;19/08/2013;1;;0
2136;199;4;000083;R$ 75,00;2;0;0;2013;8;16/08/2013;1;;0
2137;199;4;000082;R$ 180,00;2;0;0;2013;8;16/08/2013;1;;0
2138;175;3;005280;R$ 688,00;2;0;0;2013;9;04/09/2013;1;;0
2139;175;3;005281;R$ 6.632,00;10;0;0;2013;9;04/09/2013;1;;0
2140;175;3;005435;R$ 1.755,00;3;0;0;2013;9;13/09/2013;1;;0
2141;175;3;005434;R$ 3.316,00;4;0;0;2013;9;13/09/2013;1;;0
2142;175;3;005551;R$ 4.832,80;9;0;0;2013;9;27/09/2013;1;;0
2143;175;3;005552;R$ 49,50;1;0;0;2013;9;27/09/2013;1;;0
2144;175;3;005497;R$ 1.587,00;2;0;0;2013;9;18/09/2013;1;;0
2145;175;3;005496;R$ 2.504,00;4;0;0;2013;9;18/09/2013;1;;0
2146;229;6;000466;R$ 867,10;12;0;0;2013;9;04/09/2013;1;;0
2147;256;6;000002;R$ 1.450,00;6;0;0;2013;9;04/09/2013;1;;0
2148;200;6;013889;R$ 677,60;1;0;0;2013;9;18/09/2013;1;;0
2149;257;3;000086;R$ 896,00;1;0;0;2013;9;10/09/2013;1;;0
2150;124;3;002303;R$ 732,00;1;0;0;2013;9;20/09/2013;1;;0
2151;122;3;000681;R$ 2.415,50;15;0;0;2013;9;03/09/2013;1;;0
2152;124;3;002302;R$ 816,00;1;0;0;2013;9;20/09/2013;1;;0
2153;136;3;001474;R$ 1.500,00;1;0;0;2013;9;19/09/2013;1;;0
2154;121;6;337078;R$ 7.831,50;18;0;0;2013;10;01/10/2013;1;;0
2155;121;6;337079;R$ 1.940,00;2;0;0;2013;10;01/10/2013;1;;0
2156;200;6;014168;R$ 900,00;1;0;0;2013;10;08/10/2013;1;;0
2157;258;6;019250;R$ 225,00;1;0;0;2013;10;14/10/2013;1;;0
2158;177;6;000154;R$ 50,00;2;0;0;2013;10;03/10/2013;1;;0
2159;177;6;000151;R$ 35,00;1;0;0;2013;10;03/10/2013;1;;0
2160;121;6;340459;R$ 294,00;1;0;0;2013;10;16/10/2013;1;;0
2161;229;6;000476;R$ 938,65;10;0;0;2013;10;16/10/2013;1;;0
2162;177;4;000155;R$ 280,00;2;0;0;2013;10;03/10/2013;1;;0
2163;92;3;004754;R$ 140,00;2;0;0;2013;10;31/10/2013;1;;0
2164;177;3;000152;R$ 134,50;3;0;0;2013;10;03/10/2013;1;;0
2165;178;3;027148;R$ 1.125,00;1;0;0;2013;10;04/10/2013;1;;0
2166;205;3;495310;R$ 10.135,00;6;0;0;2013;10;03/10/2013;1;;0
2167;136;3;001520;R$ 887,00;2;0;0;2013;10;01/10/2013;1;;0
2168;175;3;005957;R$ 7.924,00;5;0;0;2013;10;28/10/2013;1;;0
2169;175;3;005737;R$ 3.131,00;3;0;0;2013;10;10/10/2013;1;;0
2170;175;3;005738;R$ 3.077,80;6;0;0;2013;10;10/10/2013;1;;0
2171;175;3;005961;R$ 495,00;1;0;0;2013;10;28/10/2013;1;;0
2172;175;3;005958;R$ 709,00;5;0;0;2013;10;28/10/2013;1;;0
2173;175;3;005962;R$ 1.955,00;4;0;0;2013;10;28/10/2013;1;;0
2174;175;3;005960;R$ 2.000,00;4;0;0;2013;10;28/10/2013;1;;0
2175;175;3;005959;R$ 2.124,00;1;0;0;2013;10;28/10/2013;1;;0
2176;258;6;019730;R$ 225,00;1;0;0;2013;11;05/11/2013;1;;0
2177;259;6;247494;R$ 1.332,79;1;0;0;2013;11;04/11/2013;1;;0
2178;256;6;000005;R$ 1.345,00;4;0;0;2013;11;13/11/2013;1;;0
2179;95;6;000043;R$ 372,00;11;0;0;2013;11;14/11/2013;1;;0
2180;95;6;000041;R$ 310,00;18;0;0;2013;11;14/11/2013;1;;0
2181;95;6;000046;R$ 152,00;5;0;0;2013;11;14/11/2013;1;;0
2182;139;6;007432;R$ 2.187,60;11;0;0;2013;11;28/11/2013;1;;0
2183;114;6;008691;R$ 920,00;2;0;0;2013;11;13/11/2013;1;;0
2184;139;6;007433;R$ 1.456,80;9;0;0;2013;11;28/11/2013;1;;0
2185;121;6;350640;R$ 9.411,00;16;0;0;2013;11;27/11/2013;1;;0
2186;177;6;000165;R$ 38,00;3;0;0;2013;11;28/11/2013;1;;0
2187;177;4;000163;R$ 30,00;1;0;0;2013;11;28/11/2013;1;;0
2188;170;1;000113;R$ 1.540,00;4;0;0;2013;11;04/11/2013;1;;0
2189;136;3;001688;R$ 1.140,00;1;0;0;2013;11;05/11/2013;1;;0
2190;136;3;001751;R$ 570,00;1;0;0;2013;11;19/11/2013;1;;0
2191;175;3;006209;R$ 3.521,00;5;0;0;2013;11;19/11/2013;1;;0
2192;175;3;006208;R$ 5.019,00;6;0;0;2013;11;19/11/2013;1;;0
2193;177;3;000160;R$ 41,00;3;0;0;2013;11;28/11/2013;1;;0
2194;177;3;000161;R$ 73,00;2;0;0;2013;11;28/11/2013;1;;0
2195;177;3;000162;R$ 58,00;3;0;0;2013;11;28/11/2013;1;;0
2196;177;3;000164;R$ 20,00;2;0;0;2013;11;28/11/2013;1;;0
2197;205;3;201304;R$ 10.537,00;5;0;0;2013;11;19/11/2013;1;;0
2198;121;3;350880;R$ 2.025,86;17;0;0;2013;11;28/11/2013;1;;0
2199;175;3;006085;R$ 1.137,00;4;0;0;2013;11;08/11/2013;1;;0
2200;175;3;006083;R$ 2.473,00;3;0;0;2013;11;08/11/2013;1;;0
2201;175;3;006084;R$ 990,00;1;0;0;2013;11;08/11/2013;1;;0
2202;199;1;000093;R$ 315,00;2;0;0;2013;12;11/12/2013;1;;0
2203;126;1;002643;R$ 1.231,10;4;0;0;2013;12;02/12/2013;1;;0
2204;199;4;000095;R$ 138,00;2;0;0;2013;12;11/12/2013;1;;0
2205;199;4;000094;R$ 180,00;2;0;0;2013;12;11/12/2013;1;;0
2206;175;3;006552;R$ 4.280,00;4;0;0;2013;12;19/12/2013;1;;0
2207;175;3;006553;R$ 8.896,00;8;0;0;2013;12;19/12/2013;1;;0
2208;175;3;006554;R$ 2.869,00;11;0;0;2013;12;19/12/2013;1;;0
2209;199;3;000098;R$ 135,00;2;0;0;2013;12;11/12/2013;1;;0
2210;136;3;001799;R$ 1.725,00;2;0;0;2013;12;05/12/2013;1;;0
2211;229;3;000525;R$ 662,75;15;0;0;2013;12;20/12/2013;1;;0
2212;257;3;000108;R$ 961,00;4;0;0;2013;12;24/12/2013;1;;0
2213;257;3;000107;R$ 1.140,00;4;0;0;2013;12;24/12/2013;1;;0
2214;175;3;006460;R$ 1.381,50;3;0;0;2013;12;10/12/2013;1;;0
2215;229;6;000543;R$ 550,50;17;0;0;2014;1;30/01/2014;1;;0
2216;122;6;000726;R$ 1.090,00;3;0;0;2014;1;01/01/2014;1;;0
2217;200;6;015932;R$ 1.610,00;2;0;0;2014;1;14/01/2014;1;;0
2218;222;6;000199;R$ 375,52;4;0;0;2014;1;22/01/2014;1;;0
2219;260;6;002984;R$ 885,00;1;0;0;2014;1;29/01/2014;1;;0
2220;244;6;003083;R$ 1.190,75;12;0;0;2014;1;30/01/2014;1;;0
2221;254;3;003832;R$ 889,93;8;0;0;2014;1;16/01/2014;1;;0
2222;254;3;003833;R$ 770,00;2;0;0;2014;1;16/01/2014;1;;0
2224;222;1;000200;R$ 322,12;9;0;0;2014;1;22/01/2014;1;;0
2225;222;1;000198;R$ 496,82;20;0;0;2014;1;22/01/2014;1;;0
2226;222;3;000209;R$ 7.839,69;25;0;0;2014;2;11/02/2014;1;;0
2227;199;6;000109;R$ 199,00;2;0;0;2014;2;18/02/2014;1;;0
2228;260;6;003075;R$ 342,00;1;0;0;2014;2;01/02/2014;1;;0
2229;122;6;000744;R$ 520,00;1;0;0;2014;2;19/02/2014;1;;0
2230;121;6;369469;R$ 678,00;1;0;0;2014;2;17/02/2014;1;;0
2231;114;6;009523;R$ 1.700,00;1;0;0;2014;2;05/02/2014;1;;0
2232;121;6;368918;R$ 4.582,00;10;0;0;2014;2;13/02/2014;1;;0
2233;114;3;009524;R$ 2.580,00;3;0;0;2014;2;05/02/2014;1;;0
2234;121;3;369471;R$ 1.226,00;2;0;0;2014;2;17/02/2014;1;;0
2235;199;3;000108;R$ 103,00;2;0;0;2014;2;18/02/2014;1;;0
2236;122;3;000740;R$ 712,50;5;0;0;2014;2;10/02/2014;1;;0
2237;114;4;009525;R$ 1.231,00;4;0;0;2014;2;05/02/2014;1;;0
2238;199;4;000105;R$ 94,00;1;0;0;2014;2;18/02/2014;1;;0
2239;199;4;000107;R$ 245,00;1;0;0;2014;2;18/02/2014;1;;0
2240;199;1;000106;R$ 608,00;2;0;0;2014;2;18/02/2014;1;;0
2241;126;1;002868;R$ 2.066,40;6;0;0;2014;2;07/02/2014;1;;0
2242;261;1;000039;R$ 839,36;10;0;0;2014;3;25/03/2014;1;;0
2243;229;6;000553;R$ 623,50;11;0;0;2014;3;07/03/2014;1;;0
2244;92;3;005359;R$ 3.250,62;15;0;0;2014;3;10/03/2014;1;;0
2245;262;4;000871;R$ 507,00;10;0;0;2014;3;11/03/2014;1;;0
2246;175;3;006980;R$ 29.925,40;17;0;0;2014;4;22/04/2014;1;;0
2247;199;1;000114;R$ 421,00;2;0;0;2014;4;26/04/2014;1;;0
2248;199;4;000116;R$ 440,00;2;0;0;2014;4;26/04/2014;1;;0
2249;199;3;000115;R$ 220,00;2;0;0;2014;4;26/04/2014;1;;0
2250;205;3;014043;R$ 5.107,50;7;0;0;2014;4;29/04/2014;1;;0
2251;178;3;033894;R$ 940,00;1;0;0;2014;4;15/04/2014;1;;0
2252;263;3;055429;R$ 326,74;4;0;0;2014;4;25/04/2014;1;;0
2253;122;3;000770;R$ 1.844,00;7;0;0;2014;4;04/04/2014;1;;0
2254;121;6;378572;R$ 992,46;5;0;0;2014;4;04/04/2014;1;;0
2255;200;6;017476;R$ 726,00;1;0;0;2014;4;22/04/2014;1;;0
2256;207;6;008836;R$ 712,60;20;0;0;2014;4;29/04/2014;1;;0
2257;200;6;017475;R$ 912,00;1;0;0;2014;4;22/04/2014;1;;0
2258;199;6;000113;R$ 234,00;2;0;0;2014;4;26/04/2014;1;;0
2259;261;6;000043;R$ 836,28;4;0;0;2014;4;30/04/2014;1;;0
2260;175;3;007279;R$ 5.905,40;12;0;0;2014;5;02/05/2014;1;;0
2261;175;3;007138;R$ 10.978,60;17;0;0;2014;5;05/05/2014;1;;0
2262;229;3;000581;R$ 321,60;8;0;0;2014;5;01/05/2014;1;;0
2263;126;3;003092;R$ 795,00;1;0;0;2014;5;06/05/2014;1;;0
2264;245;3;006726;R$ 590,00;1;0;0;2014;5;15/05/2014;1;;0
2265;114;3;010573;R$ 1.794,00;3;0;0;2014;5;14/05/2014;1;;0
2266;95;3;000067;R$ 350,00;1;0;0;2014;5;16/05/2014;1;;0
2267;140;3;000002;R$ 300,00;1;0;0;2014;5;16/05/2014;1;;0
2268;202;3;004358;R$ 2.280,00;2;0;0;2014;5;24/05/2014;1;;0
2269;121;1;385523;R$ 237,00;1;0;0;2014;5;07/05/2014;1;;0
2270;225;1;000121;R$ 393,00;3;0;0;2014;5;06/05/2014;1;;0
2271;264;1;000002;R$ 596,00;1;0;0;2014;5;30/05/2014;1;;0
2272;229;6;000582;R$ 226,60;11;0;0;2014;5;14/05/2014;1;;0
2273;114;6;010528;R$ 1.140,00;2;0;0;2014;5;12/05/2014;1;;0
2274;256;6;000007;R$ 1.660,00;3;0;0;2014;5;02/05/2014;1;;0
2275;95;6;000065;R$ 466,40;15;0;0;2014;5;16/05/2014;1;;0
2276;140;6;000001;R$ 149,90;1;0;0;2014;5;16/05/2014;1;;0
2277;41;6;006737;R$ 700,00;2;0;0;2014;5;21/05/2014;1;;0
2278;175;3;007338;R$ 5.241,70;12;0;0;2014;6;06/06/2014;1;;0
2279;175;3;007471;R$ 4.031,00;12;0;0;2014;6;09/06/2014;1;;0
2280;46;4;006824;R$ 440,00;11;0;0;2014;6;18/06/2014;1;;0
2281;114;6;011092;R$ 290,00;1;0;0;2014;6;30/06/2014;1;;0
2282;261;6;000051;R$ 987,80;6;0;0;2014;6;13/06/2014;1;;0
2283;200;6;018766;R$ 946,60;2;0;0;2014;6;10/06/2014;1;;0
2284;265;6;019036;R$ 2.980,15;11;0;0;2014;6;18/06/2014;1;;0
2285;175;1;007337;R$ 256,00;3;0;0;2014;6;06/06/2014;1;;0
2286;22;1;000114;R$ 684,90;10;0;0;2014;6;10/06/2014;1;;0
2287;261;1;000050;R$ 655,43;11;0;0;2014;6;13/06/2014;1;;0
2288;122;3;000799;R$ 529,00;5;0;0;2014;6;05/06/2014;1;;0
2289;266;3;005514;R$ 100,00;1;0;0;2014;6;10/06/2014;1;;0
2290;266;3;005515;R$ 3.786,00;2;0;0;2014;6;10/06/2014;1;;0
2291;202;3;004531;R$ 2.738,00;2;0;0;2014;6;16/06/2014;1;;0
2292;188;3;000953;R$ 18.000,00;1;0;0;2014;6;26/06/2014;1;;0
2293;188;3;000952;R$ 21.048,00;2;0;0;2014;6;26/06/2014;1;;0
2294;126;3;003106;R$ 952,00;1;0;0;2014;6;08/06/2014;1;;0
2295;114;3;010865;R$ 2.480,00;3;0;0;2014;6;10/06/2014;1;;0
2296;175;3;007505;R$ 3.072,80;6;0;0;2014;7;01/07/2014;1;;0
2297;175;3;007662;R$ 7.561,90;11;0;0;2014;7;02/07/2014;1;;0
2298;175;3;002014;R$ 2.765,00;7;0;0;2014;7;01/07/2014;1;;0
2299;175;1;007504;R$ 250,00;1;0;0;2014;7;01/07/2014;1;;0
2300;126;1;003246;R$ 1.108,80;2;0;0;2014;7;01/07/2014;1;;0
2301;269;1;000446;R$ 1.560,00;2;0;0;2014;7;01/07/2014;1;;0
2302;199;4;000121;R$ 82,00;2;0;0;2014;7;14/07/2014;1;;0
2303;199;3;000122;R$ 164,00;2;0;0;2014;7;14/07/2014;1;;0
2304;225;3;000129;R$ 262,90;5;0;0;2014;7;09/07/2014;1;;0
2305;178;3;036522;R$ 1.410,00;1;0;0;2014;7;02/07/2014;1;;0
2306;199;6;000124;R$ 199,00;2;0;0;2014;7;14/07/2014;1;;0
2307;256;6;000017;R$ 1.300,00;2;0;0;2014;7;10/07/2014;1;;0
2308;265;6;019278;R$ 1.709,85;7;0;0;2014;7;02/07/2014;1;;0
2309;199;4;000120;R$ 248,00;2;0;0;2014;7;14/07/2014;1;;0
2310;199;1;000123;R$ 339,00;2;0;0;2014;7;14/07/2014;1;;0
2311;114;3;011655;R$ 600,00;1;0;0;2014;8;26/08/2014;1;;0
2312;124;3;003032;R$ 335,00;1;0;0;2014;8;27/08/2014;1;;0
2313;92;3;006171;R$ 2.750,00;1;0;0;2014;8;19/08/2014;1;;0
2314;92;3;006172;R$ 270,00;1;0;0;2014;8;19/08/2014;1;;0
2315;122;3;000823;R$ 937,00;9;0;0;2014;8;12/08/2014;1;;0
2316;202;3;004827;R$ 2.738,00;2;0;0;2014;8;11/08/2014;1;;0
2317;175;3;007773;R$ 4.994,00;13;0;0;2014;8;04/08/2014;1;;0
2318;175;3;007904;R$ 7.304,90;12;0;0;2014;8;07/08/2014;1;;0
2319;175;1;007905;R$ 304,00;3;0;0;2014;8;27/08/2014;1;;0
2321;270;1;000111;R$ 9.290,00;1;0;0;2014;8;29/08/2014;1;;0
2323;175;3;007916;R$ 13.093,08;14;0;0;2014;9;01/09/2014;1;;0
2324;245;3;009076;R$ 720,00;3;0;0;2014;9;25/09/2014;1;;0
2325;170;3;000147;R$ 2.420,00;6;0;0;2014;9;09/09/2014;1;;0
2326;229;3;000677;R$ 480,00;16;0;0;2014;9;09/09/2014;1;;0
2327;114;3;011714;R$ 3.500,00;1;0;0;2014;9;01/09/2014;1;;0
2328;92;3;006319;R$ 345,00;2;0;0;2014;9;10/09/2014;1;;0
2329;202;3;005077;R$ 1.200,00;1;0;0;2014;9;05/09/2014;1;;0
2330;202;3;005155;R$ 1.400,00;1;0;0;2014;9;12/09/2014;1;;0
2331;202;3;005156;R$ 1.623,05;2;0;0;2014;9;12/09/2014;1;;0
2332;245;6;008858;R$ 542,00;6;0;0;2014;9;11/09/2014;1;;0
2333;229;6;000678;R$ 420,00;1;0;0;2014;9;09/09/2014;1;;0
2334;265;6;020366;R$ 5.100,20;13;0;0;2014;9;03/09/2014;1;;0
2335;22;6;000120;R$ 499,50;10;0;0;2014;9;03/09/2014;1;;0
2336;200;6;020565;R$ 912,00;1;0;0;2014;9;26/09/2014;1;;0
2337;200;6;020566;R$ 386,00;1;0;0;2014;9;26/09/2014;1;;0
2338;139;6;002147;R$ 1.041,00;3;0;0;2014;9;26/09/2014;1;;0
2339;264;1;000018;R$ 745,00;1;0;0;2014;9;01/09/2014;1;;0
2340;114;6;011817;R$ 4.600,00;1;0;0;2014;9;11/09/2014;1;;0
2342;87;1;000001;R$ 446.922,23;1;0;0;2014;8;29/08/2014;1;;0
2343;87;1;006696;R$ 50.944,24;1;0;0;2014;9;30/09/2014;1;;0
2344;175;3;008160;R$ 9.429,04;11;0;0;2014;10;01/10/2014;1;;0
2345;175;3;008294;R$ 8.297,90;17;0;0;2014;10;13/10/2014;1;;0
2346;202;3;005371;R$ 1.400,00;1;0;0;2014;10;09/10/2014;1;;0
2347;261;6;000052;R$ 860,34;6;0;0;2014;10;22/10/2014;1;;0
2348;177;6;000212;R$ 142,00;4;0;0;2014;10;22/10/2014;1;;0
2349;175;1;008295;R$ 516,00;5;0;0;2014;10;14/10/2014;1;;0
2350;177;3;000211;R$ 1.448,00;4;0;0;2014;10;22/10/2014;1;;0
2351;188;3;001010;R$ 529,00;4;0;0;2014;10;14/10/2014;1;;0
2352;229;3;000708;R$ 486,00;8;0;0;2014;10;01/10/2014;1;;0
2353;178;3;039798;R$ 1.175,00;1;0;0;2014;10;03/10/2014;1;;0
2354;95;3;000128;R$ 350,00;1;0;0;2014;10;16/10/2014;1;;0
2355;114;3;012063;R$ 1,70;1;0;0;2014;10;06/10/2014;1;;0
2356;114;3;012062;R$ 2.160,00;3;0;0;2014;10;06/10/2014;1;;0
2357;266;3;006022;R$ 260,00;2;0;0;2014;10;02/10/2014;1;;0
2358;87;1;006870;R$ 36.775,87;1;0;0;2014;10;31/10/2014;1;;0
2359;87;1;000402;R$ 459,00;1;0;0;2014;10;31/10/2014;1;;0
2360;175;3;008430;R$ 10.555,40;16;0;0;2014;11;03/11/2014;1;;0
2361;175;3;008510;R$ 5.025,00;9;0;0;2014;11;10/11/2014;1;;0
2362;202;3;005512;R$ 1.400,00;1;0;0;2014;11;06/11/2014;1;;0
2363;202;3;005614;R$ 3.485,00;3;0;0;2014;11;18/11/2014;1;;0
2364;261;6;000066;R$ 599,05;11;0;0;2014;11;18/11/2014;1;;0
2365;261;1;000065;R$ 499,90;11;0;0;2014;11;17/11/2014;1;;0
2366;270;1;036549;R$ 1.790,00;1;0;0;2014;11;01/11/2014;1;;0
2367;33;1;005830;R$ 1.425,00;1;0;0;2014;11;26/11/2014;1;;0
2368;170;1;000158;R$ 2.500,00;4;0;0;2014;11;26/11/2014;1;;0
2369;266;3;006156;R$ 198,00;1;0;0;2014;11;14/11/2014;1;;0
2370;257;3;000160;R$ 720,00;1;0;0;2014;11;04/11/2014;1;;0
2371;92;3;006715;R$ 1.006,00;4;0;0;2014;11;10/11/2014;1;;0
2372;245;3;009789;R$ 425,00;1;0;0;2014;11;12/11/2014;1;;0
2373;254;3;010817;R$ 255,64;3;0;0;2014;11;05/11/2014;1;;0
2374;178;3;000332;R$ 1.175,00;1;0;0;2014;11;03/11/2014;1;;0
2375;87;1;007074;R$ 53.620,89;1;0;0;2014;11;29/11/2014;1;;0
2376;33;3;005867;R$ 9.070,00;18;0;0;2014;12;17/12/2014;1;;0
2377;247;3;001114;R$ 5.983,00;34;0;0;2014;12;10/12/2014;1;;0
2378;247;3;001118;R$ 1.917,00;15;0;0;2014;12;10/12/2014;1;;0
2379;175;3;008579;R$ 3.896,00;3;0;0;2014;12;02/12/2014;1;;0
2380;175;3;008585;R$ 6.328,00;1;0;0;2014;12;02/12/2014;1;;0
2381;175;3;008587;R$ 2.464,00;1;0;0;2014;12;02/12/2014;1;;0
2382;175;3;008586;R$ 1.896,00;3;0;0;2014;12;02/12/2014;1;;0
2383;175;3;008580;R$ 2.324,00;2;0;0;2014;12;02/12/2014;1;;0
2384;175;3;008704;R$ 6.348,00;6;0;0;2014;12;29/12/2014;1;;0
2385;175;3;008705;R$ 1.312,00;4;0;0;2014;12;29/12/2014;1;;0
2386;175;3;008703;R$ 5.051,00;6;0;0;2014;12;29/12/2014;1;;0
2387;175;3;008702;R$ 9.507,60;17;0;0;2014;12;29/12/2014;1;;0
2388;202;3;005731;R$ 4.058,00;3;0;0;2014;12;10/12/2014;1;;0
2389;126;1;003762;R$ 1.193,10;7;0;0;2014;12;05/12/2014;1;;0
2390;209;4;000258;R$ 450,00;1;0;0;2014;12;22/12/2014;1;;0
2391;95;6;000159;R$ 152,00;6;0;0;2014;12;16/12/2014;1;;0
2392;95;6;000160;R$ 197,00;8;0;0;2014;12;16/12/2014;1;;0
2393;244;6;004580;R$ 918,00;5;0;0;2014;12;03/12/2014;1;;0
2394;122;6;000883;R$ 1.100,00;1;0;0;2014;12;02/12/2014;1;;0
2395;175;3;008594;R$ 6.133,80;9;0;0;2014;12;03/12/2014;1;;0
2396;175;3;008593;R$ 184,50;1;0;0;2014;12;01/12/2014;1;;0
2397;87;1;007138;R$ 68.427,19;1;0;0;2014;12;31/12/2014;1;;0
2398;200;6;022748;R$ 696,00;2;0;0;2015;1;27/01/2015;1;;0
2399;265;6;022606;R$ 3.867,00;10;0;0;2015;1;16/01/2015;1;;0
2400;114;3;013133;R$ 3.980,00;1;0;0;2015;1;29/01/2015;1;;0
2401;114;3;013132;R$ 4.680,00;3;0;0;2015;1;29/01/2015;1;;0
2402;87;1;007440;R$ 15.080,55;1;0;0;2015;1;30/01/2015;1;;0
2403;225;1;000183;R$ 1.087,90;9;0;0;2015;2;26/02/2015;1;;0
2404;114;3;013400;R$ 3.780,00;1;0;0;2015;2;26/02/2015;1;;0
2405;114;3;013399;R$ 2.350,00;3;0;0;2015;2;26/02/2015;1;;0
2406;92;3;007235;R$ 2.760,00;6;0;0;2015;2;11/02/2015;1;;0
2407;265;6;023252;R$ 3.362,00;13;0;0;2015;2;23/02/2015;1;;0
2408;244;6;004996;R$ 2.932,50;15;0;0;2015;2;25/02/2015;1;;0
2409;261;6;000070;R$ 920,71;5;0;0;2015;2;12/02/2015;1;;0
2410;261;1;000071;R$ 563,87;8;0;0;2015;2;01/02/2015;1;;0
2411;103;3;058937;R$ 1.812,00;5;0;0;2015;2;03/02/2015;1;;0
2412;33;1;005908;R$ 3.168,00;3;0;0;2015;2;09/02/2015;1;;0
2413;87;1;007547;R$ 40.629,57;1;0;0;2015;2;27/02/2015;1;;0
2414;222;3;000288;R$ 7.410,92;18;0;0;2015;3;07/03/2015;1;;0
2415;175;3;008822;R$ 4.909,40;6;0;0;2015;3;13/03/2015;1;;0
2416;175;3;008825;R$ 5.317,70;13;0;0;2015;3;19/03/2015;1;;0
2418;200;6;023194;R$ 720,00;2;0;0;2015;3;03/03/2015;1;;0
2419;139;6;002512;R$ 1.085,00;3;0;0;2015;3;16/03/2015;1;;0
2420;22;6;000129;R$ 455,00;1;0;0;2015;3;11/03/2015;1;;0
2421;186;3;031896;R$ 165,32;1;0;0;2015;3;23/03/2015;1;;0
2422;209;4;000282;R$ 546,00;1;0;0;2015;3;30/03/2015;1;;0
2423;95;6;000176;R$ 135,00;3;0;0;2015;3;03/03/2015;1;;0
2424;95;6;000175;R$ 470,00;11;0;0;2015;3;03/03/2015;1;;0
2425;264;1;000188;R$ 745,00;1;0;0;2015;3;30/03/2015;1;;0
2426;87;1;000003;R$ 45.054,76;1;0;0;2015;3;30/03/2015;1;;0
2427;136;3;003522;R$ 10.737,00;8;0;0;2015;4;14/04/2015;1;;0
2428;178;3;045987;R$ 1.040,00;1;0;0;2015;4;16/04/2015;1;;0
2429;136;3;003553;R$ 1.509,30;1;0;0;2015;4;22/04/2015;1;;0
2430;114;3;013828;R$ 2.420,00;3;0;0;2015;4;13/04/2015;1;;0
2431;22;6;000136;R$ 345,00;1;0;0;2015;4;01/04/2015;1;;0
2432;244;6;005212;R$ 1.454,00;6;0;0;2015;4;06/04/2015;1;;0
2433;95;6;000196;R$ 120,00;3;0;0;2015;4;15/04/2015;1;;0
2434;95;6;000197;R$ 89,00;4;0;0;2015;4;15/04/2015;1;;0
2435;244;6;005350;R$ 881,00;2;0;0;2015;4;27/04/2015;1;;0
