ID_MOVI;ID_PRO;ID_SEC;ID_REQ;ID_NOTA;PRE_UNIT;QTD_PRO;SALDO;EST_ANT;TIPO_MOV;MES_MOV;ANO_MOV;DATA_MOV;ID_SET
20325;6850;3;;1627;2,7;200;220;20;0;6;2011;08/06/2011;
20326;6852;3;;1627;0,45;50;50;0;0;6;2011;08/06/2011;
20327;6847;3;;1627;7,5;306;610;304;0;6;2011;08/06/2011;
20328;6932;3;;1627;2,8;30;30;0;0;6;2011;08/06/2011;
20329;6849;3;;1627;2,2;60;300;240;0;6;2011;08/06/2011;
20330;6388;3;;1627;2,05;60;60;0;0;6;2011;08/06/2011;
20331;6855;3;1574;;8,5;120;60;180;-1;6;2011;08/06/2011;4
20332;6843;3;1574;;1,85;200;240;440;-1;6;2011;08/06/2011;4
20333;6857;3;1574;;2;120;0;120;-1;6;2011;08/06/2011;4
20334;6854;3;1574;;3;20;17;37;-1;6;2011;08/06/2011;4
20335;6859;3;1574;;1,9;100;100;200;-1;6;2011;08/06/2011;4
20336;6845;3;1574;;1,6;200;380;580;-1;6;2011;08/06/2011;4
20337;6846;3;1574;;2,2;100;60;160;-1;6;2011;08/06/2011;4
20338;6823;3;1574;;4,99;300;300;600;-1;6;2011;08/06/2011;4
20339;6850;3;1574;;2,7;200;20;220;-1;6;2011;08/06/2011;4
20340;6852;3;1574;;0,45;50;0;50;-1;6;2011;08/06/2011;4
20341;6847;3;1574;;7,5;306;304;610;-1;6;2011;08/06/2011;4
20342;6932;3;1574;;2,8;30;0;30;-1;6;2011;08/06/2011;4
20343;6849;3;1574;;2,2;60;240;300;-1;6;2011;08/06/2011;4
20344;6388;3;1574;;2,05;60;0;60;-1;6;2011;08/06/2011;4
20345;6950;3;;1628;10,5;10;10;0;0;6;2011;27/06/2011;
20346;6951;3;;1628;5;15;15;0;0;6;2011;27/06/2011;
20347;6952;3;;1628;5;2;2;0;0;6;2011;27/06/2011;
20348;6953;3;;1628;1;10;10;0;0;6;2011;27/06/2011;
20349;6954;3;;1628;1;5;5;0;0;6;2011;27/06/2011;
20350;6955;3;;1628;14;3;3;0;0;6;2011;27/06/2011;
20351;6956;3;;1628;4,5;2;2;0;0;6;2011;27/06/2011;
20352;6974;3;;1628;21;2;2;0;0;6;2011;27/06/2011;
20353;6950;3;1575;;10,5;10;0;10;-1;6;2011;27/06/2011;4
20354;6951;3;1575;;5;15;0;15;-1;6;2011;27/06/2011;4
20355;6952;3;1575;;5;2;0;2;-1;6;2011;27/06/2011;4
20356;6953;3;1575;;1;10;0;10;-1;6;2011;27/06/2011;4
20357;6954;3;1575;;1;5;0;5;-1;6;2011;27/06/2011;4
20358;6955;3;1575;;14;3;0;3;-1;6;2011;27/06/2011;4
20359;6956;3;1575;;4,5;2;0;2;-1;6;2011;27/06/2011;4
20360;6974;3;1575;;21;2;0;2;-1;6;2011;27/06/2011;4
20361;6920;3;;1629;2,28;230;230;0;0;6;2011;11/06/2011;
20362;6920;3;1576;;2,28;230;0;230;-1;6;2011;11/06/2011;4
20363;6970;3;;1630;2,8;640;640;0;0;6;2011;20/06/2011;
20364;6971;3;;1630;2;660;660;0;0;6;2011;20/06/2011;
20365;6624;3;;1630;1;820;820;0;0;6;2011;20/06/2011;
20366;6972;3;;1630;0,65;120;120;0;0;6;2011;20/06/2011;
20367;6973;3;;1630;3,38;48;48;0;0;6;2011;20/06/2011;
20368;6970;3;1577;;2,8;640;0;640;-1;6;2011;20/06/2011;4
20369;6971;3;1577;;2;660;0;660;-1;6;2011;20/06/2011;4
20370;6624;3;1577;;1;820;0;820;-1;6;2011;20/06/2011;4
20371;6972;3;1577;;0,65;120;0;120;-1;6;2011;20/06/2011;4
20372;6973;3;1577;;3,38;48;0;48;-1;6;2011;20/06/2011;4
20373;7038;3;;1631;5;15;15;0;0;7;2011;26/07/2011;
20374;7038;3;1578;;5;15;0;15;-1;7;2011;26/07/2011;4
20375;7038;1;;1632;5;36;36;0;0;7;2011;26/07/2011;
20376;5831;1;;1632;40;3;3;0;0;7;2011;26/07/2011;
20377;7038;1;1579;;5;36;0;36;-1;7;2011;26/07/2011;1
20378;5831;1;1579;;40;3;0;3;-1;7;2011;26/07/2011;1
20379;7048;4;;1633;198,29;1;1;0;0;7;2011;06/07/2011;
20380;7049;4;;1633;736,75;1;1;0;0;7;2011;06/07/2011;
20381;7050;4;;1633;80,55;1;1;0;0;7;2011;06/07/2011;
20382;7051;4;;1633;867;1;1;0;0;7;2011;06/07/2011;
20383;7052;4;;1633;110;2;2;0;0;7;2011;06/07/2011;
20384;7053;4;;1633;15,5;1;1;0;0;7;2011;06/07/2011;
20385;7054;4;;1633;17,5;1;1;0;0;7;2011;06/07/2011;
20386;7055;4;;1633;18,9;1;1;0;0;7;2011;06/07/2011;
20387;7056;4;;1633;280;1;1;0;0;7;2011;06/07/2011;
20388;7057;4;;1633;17,5;1;1;0;0;7;2011;06/07/2011;
20389;7058;4;;1633;197,92;1;1;0;0;7;2011;06/07/2011;
20390;7059;4;;1633;15,5;1;1;0;0;7;2011;06/07/2011;
20391;7060;4;;1633;145,5;2;2;0;0;7;2011;06/07/2011;
20392;7061;4;;1633;174,79;1;1;0;0;7;2011;06/07/2011;
20393;7062;4;;1633;319,29;1;1;0;0;7;2011;06/07/2011;
20394;7047;4;;1633;2,99;1;1;0;0;7;2011;06/07/2011;
20395;7046;4;;1633;2,79;1;1;0;0;7;2011;06/07/2011;
20396;7045;4;;1633;1;2;2;0;0;7;2011;06/07/2011;
20397;7044;4;;1633;17,5;2;2;0;0;7;2011;06/07/2011;
20398;7043;4;;1633;13,82;1;1;0;0;7;2011;06/07/2011;
20399;7042;4;;1633;15,5;4;4;0;0;7;2011;06/07/2011;
20400;7041;4;;1633;3,5;2;2;0;0;7;2011;06/07/2011;
20401;7040;4;;1633;89,9;2;2;0;0;7;2011;06/07/2011;
20402;7039;4;;1633;0,5;1;1;0;0;7;2011;06/07/2011;
20403;7048;4;1580;;198,29;1;0;1;-1;7;2011;06/07/2011;5
20404;7049;4;1580;;736,75;1;0;1;-1;7;2011;06/07/2011;5
20405;7050;4;1580;;80,55;1;0;1;-1;7;2011;06/07/2011;5
20406;7051;4;1580;;867;1;0;1;-1;7;2011;06/07/2011;5
20407;7052;4;1580;;110;2;0;2;-1;7;2011;06/07/2011;5
20408;7053;4;1580;;15,5;1;0;1;-1;7;2011;06/07/2011;5
20409;7054;4;1580;;17,5;1;0;1;-1;7;2011;06/07/2011;5
20410;7055;4;1580;;18,9;1;0;1;-1;7;2011;06/07/2011;5
20411;7056;4;1580;;280;1;0;1;-1;7;2011;06/07/2011;5
20412;7057;4;1580;;17,5;1;0;1;-1;7;2011;06/07/2011;5
20413;7058;4;1580;;197,92;1;0;1;-1;7;2011;06/07/2011;5
20414;7059;4;1580;;15,5;1;0;1;-1;7;2011;06/07/2011;5
20415;7060;4;1580;;145,5;2;0;2;-1;7;2011;06/07/2011;5
20416;7061;4;1580;;174,79;1;0;1;-1;7;2011;06/07/2011;5
20417;7062;4;1580;;319,29;1;0;1;-1;7;2011;06/07/2011;5
20418;7047;4;1580;;2,99;1;0;1;-1;7;2011;06/07/2011;5
20419;7046;4;1580;;2,79;1;0;1;-1;7;2011;06/07/2011;5
20420;7045;4;1580;;1;2;0;2;-1;7;2011;06/07/2011;5
20421;7044;4;1580;;17,5;2;0;2;-1;7;2011;06/07/2011;5
20422;7043;4;1580;;13,82;1;0;1;-1;7;2011;06/07/2011;5
20423;7042;4;1580;;15,5;4;0;4;-1;7;2011;06/07/2011;5
20424;7041;4;1580;;3,5;2;0;2;-1;7;2011;06/07/2011;5
20425;7040;4;1580;;89,9;2;0;2;-1;7;2011;06/07/2011;5
20426;7039;4;1580;;0,5;1;0;1;-1;7;2011;06/07/2011;5
20429;7038;4;;1635;5;4;4;0;0;7;2011;26/07/2011;
20430;5831;4;;1635;40;1;1;0;0;7;2011;26/07/2011;
20431;7023;4;;1636;125;1;1;0;0;7;2011;18/07/2011;
20432;7024;4;;1636;25;1;1;0;0;7;2011;18/07/2011;
20433;7025;4;;1636;4;1;1;0;0;7;2011;18/07/2011;
20434;7023;4;1581;;125;1;0;1;-1;7;2011;18/07/2011;5
20435;7024;4;1581;;25;1;0;1;-1;7;2011;18/07/2011;5
20436;7025;4;1581;;4;1;0;1;-1;7;2011;18/07/2011;5
20437;7019;4;;1637;50;1;1;0;0;7;2011;18/07/2011;
20438;7020;4;;1637;25;1;1;0;0;7;2011;18/07/2011;
20439;7021;4;;1637;5;1;1;0;0;7;2011;18/07/2011;
20440;7018;4;;1637;15;2;2;0;0;7;2011;18/07/2011;
20441;7022;4;;1637;10;1;1;0;0;7;2011;18/07/2011;
20442;7019;4;1582;;50;1;0;1;-1;7;2011;18/07/2011;5
20443;7020;4;1582;;25;1;0;1;-1;7;2011;18/07/2011;5
20444;7021;4;1582;;5;1;0;1;-1;7;2011;18/07/2011;5
20445;7018;4;1582;;15;2;0;2;-1;7;2011;18/07/2011;5
20446;7022;4;1582;;10;1;0;1;-1;7;2011;18/07/2011;5
20447;6881;4;;1638;0,33;100;100;0;0;7;2011;05/07/2011;
20448;6920;4;;1638;0,55;100;100;0;0;7;2011;05/07/2011;
20449;6881;4;1583;;0,33;100;0;100;-1;7;2011;05/07/2011;5
20450;6920;4;1583;;0,55;100;0;100;-1;7;2011;05/07/2011;5
20451;6920;4;;1639;2,28;10;10;0;0;7;2011;05/07/2011;
20452;6918;4;;1639;0,33;100;100;0;0;7;2011;05/07/2011;
20453;6914;4;;1639;4,2;5;5;0;0;7;2011;05/07/2011;
20454;6919;4;;1639;0,55;100;100;0;0;7;2011;05/07/2011;
20455;6920;4;1584;;2,28;10;0;10;-1;7;2011;05/07/2011;5
20456;6918;4;1584;;0,33;100;0;100;-1;7;2011;05/07/2011;5
20457;6914;4;1584;;4,2;5;0;5;-1;7;2011;05/07/2011;5
20458;6919;4;1584;;0,55;100;0;100;-1;7;2011;05/07/2011;5
20459;6920;4;;1640;2,28;10;10;0;0;7;2011;05/07/2011;
20460;6918;4;;1640;0,33;200;200;0;0;7;2011;05/07/2011;
20461;6920;4;1585;;2,28;10;0;10;-1;7;2011;05/07/2011;5
20462;6918;4;1585;;0,33;200;0;200;-1;7;2011;05/07/2011;5
20463;7038;4;;1641;5;35;39;4;0;7;2011;26/07/2011;
20464;5831;4;;1641;40;8;9;1;0;7;2011;26/07/2011;
20465;7028;4;;1642;12;6;6;0;0;7;2011;29/07/2011;
20466;7029;4;;1642;230;1;1;0;0;7;2011;29/07/2011;
20467;7030;4;;1642;590;1;1;0;0;7;2011;29/07/2011;
20468;7031;4;;1642;20;2;2;0;0;7;2011;29/07/2011;
20469;7032;4;;1642;20;2;2;0;0;7;2011;29/07/2011;
20470;7033;4;;1642;8,5;10;10;0;0;7;2011;29/07/2011;
20471;7034;4;;1642;24;17;17;0;0;7;2011;29/07/2011;
20472;7035;4;;1642;7;1;1;0;0;7;2011;29/07/2011;
20473;7036;4;;1642;24;2;2;0;0;7;2011;29/07/2011;
20474;7037;4;;1642;1,2;12;12;0;0;7;2011;29/07/2011;
20475;7028;4;1586;;12;6;0;6;-1;7;2011;29/07/2011;5
20476;7029;4;1586;;230;1;0;1;-1;7;2011;29/07/2011;5
20477;7030;4;1586;;590;1;0;1;-1;7;2011;29/07/2011;5
20478;7031;4;1586;;20;2;0;2;-1;7;2011;29/07/2011;5
20479;7032;4;1586;;20;2;0;2;-1;7;2011;29/07/2011;5
20480;7033;4;1586;;8,5;10;0;10;-1;7;2011;29/07/2011;5
20481;7034;4;1586;;24;17;0;17;-1;7;2011;29/07/2011;5
20482;7035;4;1586;;7;1;0;1;-1;7;2011;29/07/2011;5
20483;7036;4;1586;;24;2;0;2;-1;7;2011;29/07/2011;5
20484;7037;4;1586;;1,2;12;0;12;-1;7;2011;29/07/2011;5
20485;7026;4;;1643;188,5;2;2;0;0;7;2011;15/07/2011;
20486;7027;4;;1643;93;4;4;0;0;7;2011;15/07/2011;
20487;7026;4;1587;;188,5;2;0;2;-1;7;2011;15/07/2011;5
20488;7027;4;1587;;93;4;0;4;-1;7;2011;15/07/2011;5
20489;7015;6;;1644;12,7;1;1;0;0;7;2011;15/07/2011;
20490;7016;6;;1644;43,8;1;1;0;0;7;2011;15/07/2011;
20491;7017;6;;1644;5;1;1;0;0;7;2011;15/07/2011;
20492;7015;6;1588;;12,7;1;0;1;-1;7;2011;15/07/2011;7
20493;7016;6;1588;;43,8;1;0;1;-1;7;2011;15/07/2011;7
20494;7017;6;1588;;5;1;0;1;-1;7;2011;15/07/2011;7
20495;7038;6;;1645;5;12;12;0;0;7;2011;26/07/2011;
20496;5831;6;;1645;40;1;1;0;0;7;2011;26/07/2011;
20497;7038;6;1589;;5;12;0;12;-1;7;2011;26/07/2011;7
20498;5831;6;1589;;40;1;0;1;-1;7;2011;26/07/2011;7
20499;7038;4;1590;;5;39;0;39;-1;7;2011;26/07/2011;6
20500;5831;4;1590;;40;9;0;9;-1;7;2011;26/07/2011;6
20501;7084;3;;1646;99;6;6;0;0;8;2011;26/08/2011;
20502;7085;3;;1646;99;6;6;0;0;8;2011;26/08/2011;
20503;7084;3;1591;;99;6;0;6;-1;8;2011;26/08/2011;4
20504;7085;3;1591;;99;6;0;6;-1;8;2011;26/08/2011;4
20505;6920;3;;1647;2,28;230;230;0;0;8;2011;30/08/2011;
20506;6920;3;1592;;2,28;230;0;230;-1;8;2011;30/08/2011;4
20507;6882;3;;1648;0,33;1000;1000;0;0;8;2011;05/08/2011;
20508;6882;3;1593;;0,33;1000;0;1000;-1;8;2011;05/08/2011;4
20509;6882;3;;1649;0,33;1200;1200;0;0;8;2011;05/08/2011;
20510;6882;3;1594;;0,33;1200;0;1200;-1;8;2011;05/08/2011;9
20511;7110;3;;1650;12;12;12;0;0;8;2011;13/08/2011;
20512;7110;3;1595;;12;12;0;12;-1;8;2011;13/08/2011;9
20513;7108;3;;1651;750;2;2;0;0;8;2011;16/08/2011;
20514;7108;3;1596;;750;2;0;2;-1;8;2011;16/08/2011;9
20515;7121;3;;1652;12,99;160;160;0;0;8;2011;01/08/2011;
20516;7125;3;;1652;4,6;96;96;0;0;8;2011;01/08/2011;
20517;7126;3;;1652;11,8;8;8;0;0;8;2011;01/08/2011;
20518;1280;3;;1652;3,2;20;20;0;0;8;2011;01/08/2011;
20519;7128;3;;1652;2,4;40;40;0;0;8;2011;01/08/2011;
20520;7129;3;;1652;1,1;48;48;0;0;8;2011;01/08/2011;
20521;7130;3;;1652;1,7;40;40;0;0;8;2011;01/08/2011;
20522;7131;3;;1652;12,5;3;3;0;0;8;2011;01/08/2011;
20523;7132;3;;1652;16,9;1;1;0;0;8;2011;01/08/2011;
20524;7133;3;;1652;26,3;1;1;0;0;8;2011;01/08/2011;
20525;7134;3;;1652;5,99;2;2;0;0;8;2011;01/08/2011;
20526;7121;3;1597;;12,99;160;0;160;-1;8;2011;01/08/2011;9
20527;7125;3;1597;;4,6;96;0;96;-1;8;2011;01/08/2011;9
20528;7126;3;1597;;11,8;8;0;8;-1;8;2011;01/08/2011;9
20529;1280;3;1597;;3,2;20;0;20;-1;8;2011;01/08/2011;9
20530;7128;3;1597;;2,4;40;0;40;-1;8;2011;01/08/2011;9
20531;7129;3;1597;;1,1;48;0;48;-1;8;2011;01/08/2011;9
20532;7130;3;1597;;1,7;40;0;40;-1;8;2011;01/08/2011;9
20533;7131;3;1597;;12,5;3;0;3;-1;8;2011;01/08/2011;9
20534;7132;3;1597;;16,9;1;0;1;-1;8;2011;01/08/2011;9
20535;7133;3;1597;;26,3;1;0;1;-1;8;2011;01/08/2011;9
20536;7134;3;1597;;5,99;2;0;2;-1;8;2011;01/08/2011;9
20537;7080;1;;1653;13,9;3;3;0;0;8;2011;30/08/2011;
20538;7081;1;;1653;0,6;150;150;0;0;8;2011;30/08/2011;
20539;7082;1;;1653;1,7;150;150;0;0;8;2011;30/08/2011;
20540;7083;1;;1653;13,9;1;1;0;0;8;2011;30/08/2011;
20541;7080;1;1598;;13,9;3;0;3;-1;8;2011;30/08/2011;1
20542;7081;1;1598;;0,6;150;0;150;-1;8;2011;30/08/2011;1
20543;7082;1;1598;;1,7;150;0;150;-1;8;2011;30/08/2011;1
20544;7083;1;1598;;13,9;1;0;1;-1;8;2011;30/08/2011;1
20545;7118;1;;1654;189;2;2;0;0;8;2011;08/08/2011;
20546;7119;1;;1654;66,4;1;1;0;0;8;2011;08/08/2011;
20547;7120;1;;1654;82,7;2;2;0;0;8;2011;08/08/2011;
20548;7121;1;;1654;12,99;20;20;0;0;8;2011;08/08/2011;
20549;7118;1;1599;;189;2;0;2;-1;8;2011;08/08/2011;1
20550;7119;1;1599;;66,4;1;0;1;-1;8;2011;08/08/2011;1
20551;7120;1;1599;;82,7;2;0;2;-1;8;2011;08/08/2011;1
20552;7121;1;1599;;12,99;20;0;20;-1;8;2011;08/08/2011;1
20553;7087;1;;1655;0,35;500;500;0;0;8;2011;12/08/2011;
20554;7088;1;;1655;0,4;1500;1500;0;0;8;2011;12/08/2011;
20555;7089;1;;1655;4,5;20;20;0;0;8;2011;12/08/2011;
20556;7090;1;;1655;3,75;5;5;0;0;8;2011;12/08/2011;
20557;7091;1;;1655;3;5;5;0;0;8;2011;12/08/2011;
20558;7087;1;1600;;0,35;500;0;500;-1;8;2011;12/08/2011;1
20559;7088;1;1600;;0,4;1500;0;1500;-1;8;2011;12/08/2011;1
20560;7089;1;1600;;4,5;20;0;20;-1;8;2011;12/08/2011;1
20561;7090;1;1600;;3,75;5;0;5;-1;8;2011;12/08/2011;1
20562;7091;1;1600;;3;5;0;5;-1;8;2011;12/08/2011;1
20563;6671;1;;1656;3;60;60;0;0;8;2011;03/08/2011;
20564;6849;1;;1656;2,2;60;60;0;0;8;2011;03/08/2011;
20565;6843;1;;1656;1,85;20;20;0;0;8;2011;03/08/2011;
20566;6850;1;;1656;2,7;30;30;0;0;8;2011;03/08/2011;
20567;6671;1;1601;;3;60;0;60;-1;8;2011;03/08/2011;1
20568;6849;1;1601;;2,2;60;0;60;-1;8;2011;03/08/2011;1
20569;6843;1;1601;;1,85;20;0;20;-1;8;2011;03/08/2011;1
20570;6850;1;1601;;2,7;30;0;30;-1;8;2011;03/08/2011;1
20571;6874;3;;1657;2,02;180;180;0;0;8;2011;15/08/2011;
20572;6875;3;;1657;1,95;120;120;0;0;8;2011;15/08/2011;
20573;6876;3;;1657;2,05;40;40;0;0;8;2011;15/08/2011;
20574;6877;3;;1657;2,3;60;60;0;0;8;2011;15/08/2011;
20575;6878;3;;1657;1,9;320;320;0;0;8;2011;15/08/2011;
20576;6879;3;;1657;1,9;320;320;0;0;8;2011;15/08/2011;
20577;6880;3;;1657;3,5;70;70;0;0;8;2011;15/08/2011;
20578;6874;3;1602;;2,02;180;0;180;-1;8;2011;15/08/2011;4
20579;6875;3;1602;;1,95;120;0;120;-1;8;2011;15/08/2011;4
20580;6876;3;1602;;2,05;40;0;40;-1;8;2011;15/08/2011;4
20581;6877;3;1602;;2,3;60;0;60;-1;8;2011;15/08/2011;4
20582;6878;3;1602;;1,9;320;0;320;-1;8;2011;15/08/2011;4
20583;6879;3;1602;;1,9;320;0;320;-1;8;2011;15/08/2011;4
20584;6880;3;1602;;3,5;70;0;70;-1;8;2011;15/08/2011;4
20585;6843;4;;1658;1,85;100;100;0;0;8;2011;09/08/2011;
20586;6849;4;;1658;2,2;60;60;0;0;8;2011;09/08/2011;
20587;6848;4;;1658;2,05;30;30;0;0;8;2011;09/08/2011;
20588;6857;4;;1658;2;40;40;0;0;8;2011;09/08/2011;
20589;5789;4;;1658;3;20;20;0;0;8;2011;09/08/2011;
20590;6851;4;;1658;1,8;60;60;0;0;8;2011;09/08/2011;
20591;6845;4;;1658;1,6;100;100;0;0;8;2011;09/08/2011;
20592;6846;4;;1658;2,2;80;80;0;0;8;2011;09/08/2011;
20593;6859;4;;1658;1,9;200;200;0;0;8;2011;09/08/2011;
20594;6850;4;;1658;2,7;200;200;0;0;8;2011;09/08/2011;
20595;6852;4;;1658;0,45;50;50;0;0;8;2011;09/08/2011;
20596;6678;4;;1658;6,57;90;90;0;0;8;2011;09/08/2011;
20597;6855;4;;1658;8,5;60;60;0;0;8;2011;09/08/2011;
20598;6843;4;1603;;1,85;100;0;100;-1;8;2011;09/08/2011;5
20599;6849;4;1603;;2,2;60;0;60;-1;8;2011;09/08/2011;5
20600;6848;4;1603;;2,05;30;0;30;-1;8;2011;09/08/2011;5
20601;6857;4;1603;;2;40;0;40;-1;8;2011;09/08/2011;5
20602;5789;4;1603;;3;20;0;20;-1;8;2011;09/08/2011;5
20603;6851;4;1603;;1,8;60;0;60;-1;8;2011;09/08/2011;5
20604;6845;4;1603;;1,6;100;0;100;-1;8;2011;09/08/2011;5
20605;6846;4;1603;;2,2;80;0;80;-1;8;2011;09/08/2011;5
20606;6859;4;1603;;1,9;200;0;200;-1;8;2011;09/08/2011;5
20607;6850;4;1603;;2,7;200;0;200;-1;8;2011;09/08/2011;5
20608;6852;4;1603;;0,45;50;0;50;-1;8;2011;09/08/2011;5
20609;6678;4;1603;;6,57;90;0;90;-1;8;2011;09/08/2011;5
20610;6855;4;1603;;8,5;60;0;60;-1;8;2011;09/08/2011;5
20611;6843;4;;1659;1,85;80;80;0;0;8;2011;25/08/2011;
20612;6849;4;;1659;2,2;30;30;0;0;8;2011;25/08/2011;
20613;6825;4;;1659;2,05;60;60;0;0;8;2011;25/08/2011;
20614;7007;4;;1659;5,5;30;30;0;0;8;2011;25/08/2011;
20615;6854;4;;1659;3;20;20;0;0;8;2011;25/08/2011;
20616;6851;4;;1659;1,8;60;60;0;0;8;2011;25/08/2011;
20617;6734;4;;1659;1,6;100;100;0;0;8;2011;25/08/2011;
20618;6846;4;;1659;2,2;40;40;0;0;8;2011;25/08/2011;
20619;6739;4;;1659;1,9;100;100;0;0;8;2011;25/08/2011;
20620;6850;4;;1659;2,7;80;80;0;0;8;2011;25/08/2011;
20621;6852;4;;1659;0,45;100;100;0;0;8;2011;25/08/2011;
20622;6823;4;;1659;4,99;100;100;0;0;8;2011;25/08/2011;
20623;6932;4;;1659;2,8;20;20;0;0;8;2011;25/08/2011;
20624;6855;4;;1659;8,5;120;120;0;0;8;2011;25/08/2011;
20625;6678;4;;1659;6,57;54;54;0;0;8;2011;25/08/2011;
20626;6843;4;1604;;1,85;80;0;80;-1;8;2011;25/08/2011;5
20627;6849;4;1604;;2,2;30;0;30;-1;8;2011;25/08/2011;5
20628;6825;4;1604;;2,05;60;0;60;-1;8;2011;25/08/2011;5
20629;7007;4;1604;;5,5;30;0;30;-1;8;2011;25/08/2011;5
20630;6854;4;1604;;3;20;0;20;-1;8;2011;25/08/2011;5
20631;6851;4;1604;;1,8;60;0;60;-1;8;2011;25/08/2011;5
20632;6734;4;1604;;1,6;100;0;100;-1;8;2011;25/08/2011;5
20633;6846;4;1604;;2,2;40;0;40;-1;8;2011;25/08/2011;5
20634;6739;4;1604;;1,9;100;0;100;-1;8;2011;25/08/2011;5
20635;6850;4;1604;;2,7;80;0;80;-1;8;2011;25/08/2011;5
20636;6852;4;1604;;0,45;100;0;100;-1;8;2011;25/08/2011;5
20637;6823;4;1604;;4,99;100;0;100;-1;8;2011;25/08/2011;5
20638;6932;4;1604;;2,8;20;0;20;-1;8;2011;25/08/2011;5
20639;6855;4;1604;;8,5;120;0;120;-1;8;2011;25/08/2011;5
20640;6678;4;1604;;6,57;54;0;54;-1;8;2011;25/08/2011;5
20641;7086;4;;1660;5,75;40;40;0;0;8;2011;12/08/2011;
20642;7086;4;1605;;5,75;40;0;40;-1;8;2011;12/08/2011;5
20643;6920;4;;1661;2,28;10;10;0;0;8;2011;23/08/2011;
20644;6882;4;;1661;0,33;300;300;0;0;8;2011;23/08/2011;
20645;6919;4;;1661;0,55;300;300;0;0;8;2011;23/08/2011;
20646;6920;4;1606;;2,28;10;0;10;-1;8;2011;23/08/2011;5
20647;6882;4;1606;;0,33;300;0;300;-1;8;2011;23/08/2011;5
20648;6919;4;1606;;0,55;300;0;300;-1;8;2011;23/08/2011;5
20649;6914;4;;1662;4,2;10;10;0;0;8;2011;23/08/2011;
20650;6914;4;1607;;4,2;10;0;10;-1;8;2011;23/08/2011;5
20651;6860;4;;1663;0,49;300;300;0;0;8;2011;23/08/2011;
20652;6920;4;;1663;2,28;40;40;0;0;8;2011;23/08/2011;
20653;6882;4;;1663;0,33;300;300;0;0;8;2011;23/08/2011;
20654;6860;4;1608;;0,49;300;0;300;-1;8;2011;23/08/2011;5
20655;6920;4;1608;;2,28;40;0;40;-1;8;2011;23/08/2011;5
20656;6882;4;1608;;0,33;300;0;300;-1;8;2011;23/08/2011;5
20657;6920;4;;1664;2,28;10;10;0;0;8;2011;23/08/2011;
20658;6914;4;;1664;4,2;5;5;0;0;8;2011;23/08/2011;
20659;6919;4;;1664;0,55;300;300;0;0;8;2011;23/08/2011;
20660;6920;4;1609;;2,28;10;0;10;-1;8;2011;23/08/2011;5
20661;6914;4;1609;;4,2;5;0;5;-1;8;2011;23/08/2011;5
20662;6919;4;1609;;0,55;300;0;300;-1;8;2011;23/08/2011;5
20663;6874;4;;1665;2,02;10;10;0;0;8;2011;15/08/2011;
20664;6875;4;;1665;1,95;5;5;0;0;8;2011;15/08/2011;
20665;6877;4;;1665;2,3;5;5;0;0;8;2011;15/08/2011;
20666;6878;4;;1665;1,9;20;20;0;0;8;2011;15/08/2011;
20667;6879;4;;1665;1,9;20;20;0;0;8;2011;15/08/2011;
20668;6874;4;1610;;2,02;10;0;10;-1;8;2011;15/08/2011;5
20669;6875;4;1610;;1,95;5;0;5;-1;8;2011;15/08/2011;5
20670;6877;4;1610;;2,3;5;0;5;-1;8;2011;15/08/2011;5
20671;6878;4;1610;;1,9;20;0;20;-1;8;2011;15/08/2011;5
20672;6879;4;1610;;1,9;20;0;20;-1;8;2011;15/08/2011;5
20673;6874;4;;1666;2,02;100;100;0;0;8;2011;15/08/2011;
20674;6875;4;;1666;1,95;120;120;0;0;8;2011;15/08/2011;
20675;6876;4;;1666;2,05;30;30;0;0;8;2011;15/08/2011;
20676;6878;4;;1666;1,9;120;120;0;0;8;2011;15/08/2011;
20677;6877;4;;1666;2,3;30;30;0;0;8;2011;15/08/2011;
20678;6879;4;;1666;1,9;90;90;0;0;8;2011;15/08/2011;
20679;6880;4;;1666;3,5;40;40;0;0;8;2011;15/08/2011;
20680;6934;4;;1666;3,4;40;40;0;0;8;2011;15/08/2011;
20681;6874;4;1611;;2,02;100;0;100;-1;8;2011;15/08/2011;5
20682;6875;4;1611;;1,95;120;0;120;-1;8;2011;15/08/2011;5
20683;6876;4;1611;;2,05;30;0;30;-1;8;2011;15/08/2011;5
20684;6878;4;1611;;1,9;120;0;120;-1;8;2011;15/08/2011;5
20685;6877;4;1611;;2,3;30;0;30;-1;8;2011;15/08/2011;5
20686;6879;4;1611;;1,9;90;0;90;-1;8;2011;15/08/2011;5
20687;6880;4;1611;;3,5;40;0;40;-1;8;2011;15/08/2011;5
20688;6934;4;1611;;3,4;40;0;40;-1;8;2011;15/08/2011;5
20689;6860;4;;1667;0,49;300;300;0;0;8;2011;08/08/2011;
20690;6920;4;;1667;2,28;40;40;0;0;8;2011;08/08/2011;
20691;6882;4;;1667;0,33;300;300;0;0;8;2011;08/08/2011;
20692;6860;4;1612;;0,49;300;0;300;-1;8;2011;08/08/2011;5
20693;6920;4;1612;;2,28;40;0;40;-1;8;2011;08/08/2011;5
20694;6882;4;1612;;0,33;300;0;300;-1;8;2011;08/08/2011;5
20695;6882;4;;1668;0,33;200;200;0;0;8;2011;08/08/2011;
20696;6919;4;;1668;0,55;300;300;0;0;8;2011;08/08/2011;
